month,naics_code,kind_of_business,value
1997-03-01,443141,Household appliance stores,809
1997-03-01,443142,Electronics stores,5195
1997-03-01,444,Building mat. and garden equip. and supplies dealers,15084
1997-03-01,4441,Building mat. and supplies dealers,12563
1997-03-01,44413,Hardware stores,1020
1997-03-01,445,Food and beverage stores,34446
1997-03-01,4451,Grocery stores,31513
1997-03-01,4453,"Beer, wine, and liquor stores",1853
1997-03-01,446,Health and personal care stores,9962
1997-03-01,44611,Pharmacies and drug stores,8330
1997-03-01,447,Gasoline stations,16562
1997-03-01,448,Clothing and clothing access. stores,10840
1997-03-01,4481,Clothing stores,7640
1997-03-01,44811,Men's clothing stores,746
1997-03-01,44812,Women's clothing stores,2353
1997-03-01,44814,Family clothing stores,3396
1997-03-01,4482,Shoe stores,1902
1997-03-01,44831,Jewelry stores,1175
1997-03-01,451,"Sporting goods, hobby, musical instrument, and book stores",4209
1997-03-01,45111,Sporting goods stores,1609
1997-03-01,45112,"Hobby, toy, and game stores",1032
1997-03-01,451211,Book stores,813
1997-03-01,452,General merchandise stores,25681
1997-03-01,4521,Department stores,17084
1997-03-01,452111,Department stores(excl. discount department stores),7143
1997-03-01,452112,Discount dept. stores,9941
1997-03-01,4529,Other general merchandise stores,8597
1997-03-01,45291,Warehouse clubs and superstores,6243
1997-03-01,45299,All other gen. merchandise stores,2354
1997-03-01,453,Miscellaneous store retailers,6975
1997-03-01,4532,"Office supplies, stationery, and gift stores",2596
1997-03-01,45321,Office supplies and stationery stores,1394
1997-03-01,45322,"Gift, novelty, and souvenir stores",1202
1997-03-01,45330,Used merchandise stores,620
1997-03-01,454,Nonstore retailers,10607
1997-03-01,4541,Electronic shopping and mail-order houses,5594
1997-03-01,45431,Fuel dealers,1996
1997-03-01,722,Food services and drinking places,21383
1997-03-01,7224,Drinking places,1102
1997-03-01,7225,Restaurants and other eating places,18627
1997-03-01,722511,Full service restaurants,9559
1997-03-01,"722513, 722514, 722515",Limited service eating places,9068
1997-02-01,no code,"Retail and food services sales, total",197556
1997-02-01,no code,Retail sales and food services excl motor vehicle and parts,147430
1997-02-01,no code,Retail sales and food services excl gasoline stations,182644
1997-02-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,132518
1997-02-01,no code,"Retail sales, total",178428
1997-02-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",128302
1997-02-01,no code,GAFO(1),47286
1997-02-01,441,Motor vehicle and parts dealers,50126
1997-02-01,"44,114,412",Automobile and other motor vehicle dealers,45910
1997-02-01,4411,Automobile dealers,43870
1997-02-01,44111,New car dealers,40036
1997-02-01,44112,Used car dealers,3834
1997-02-01,4413,"Automotive parts, acc., and tire stores",4216
1997-02-01,"442,443","Furniture, home furn, electronics, and appliance stores",10671
1997-02-01,442,Furniture and home furnishings stores,5116
1997-02-01,4421,Furniture stores,3114
1997-02-01,4422,Home furnishings stores,2002
1997-02-01,44221,Floor covering stores,1127
1997-02-01,443,Electronics and appliance stores,5555
1997-02-01,443141,Household appliance stores,724
1997-02-01,443142,Electronics stores,4831
1997-02-01,444,Building mat. and garden equip. and supplies dealers,12534
1997-02-01,4441,Building mat. and supplies dealers,10740
1997-02-01,44413,Hardware stores,875
1997-02-01,445,Food and beverage stores,30538
1997-02-01,4451,Grocery stores,27985
1997-02-01,4453,"Beer, wine, and liquor stores",1621
1997-02-01,446,Health and personal care stores,9022
1997-02-01,44611,Pharmacies and drug stores,7615
1997-02-01,447,Gasoline stations,14912
1997-02-01,448,Clothing and clothing access. stores,8835
1997-02-01,4481,Clothing stores,5902
1997-02-01,44811,Men's clothing stores,633
1997-02-01,44812,Women's clothing stores,1813
1997-02-01,44814,Family clothing stores,2542
1997-02-01,4482,Shoe stores,1429
1997-02-01,44831,Jewelry stores,1400
1997-02-01,451,"Sporting goods, hobby, musical instrument, and book stores",3588
1997-02-01,452,General merchandise stores,21560
1997-02-01,4521,Department stores,14077
1997-02-01,452111,Department stores(excl. discount department stores),5880
1997-02-01,452112,Discount dept. stores,8197
1997-02-01,4529,Other general merchandise stores,7483
1997-02-01,45291,Warehouse clubs and superstores,5434
1997-02-01,45299,All other gen. merchandise stores,2049
1997-02-01,453,Miscellaneous store retailers,6829
1997-02-01,4532,"Office supplies, stationery, and gift stores",2632
1997-02-01,45321,Office supplies and stationery stores,1448
1997-02-01,45322,"Gift, novelty, and souvenir stores",1184
1997-02-01,45330,Used merchandise stores,687
1997-02-01,454,Nonstore retailers,9813
1997-02-01,4541,Electronic shopping and mail-order houses,4577
1997-02-01,45431,Fuel dealers,2311
1997-02-01,722,Food services and drinking places,19128
1997-02-01,7224,Drinking places,1000
1997-02-01,7225,Restaurants and other eating places,16625
1997-02-01,722511,Full service restaurants,8610
1997-02-01,"722513, 722514, 722515",Limited service eating places,8015
1997-01-01,no code,"Retail and food services sales, total",200389
1997-01-01,no code,Retail sales and food services excl motor vehicle and parts,151994
1997-01-01,no code,Retail sales and food services excl gasoline stations,184433
1997-01-01,no code,Retail sales and food services excl motor vehicle and parts and gasoline stations,136038
1997-01-01,no code,"Retail sales, total",181073
1997-01-01,no code,"Retail sales, total (excl. motor vehicle and parts dealers)",132678
1997-01-01,no code,GAFO(1),47409
1997-01-01,441,Motor vehicle and parts dealers,48395
1997-01-01,"44,114,412",Automobile and other motor vehicle dealers,44005
1997-01-01,4411,Automobile dealers,42327
1997-01-01,44111,New car dealers,38950
1997-01-01,44112,Used car dealers,3377
1997-01-01,4413,"Automotive parts, acc., and tire stores",4390
1997-01-01,"442,443","Furniture, home furn, electronics, and appliance stores",11120
1997-01-01,442,Furniture and home furnishings stores,5311
1997-01-01,4421,Furniture stores,3233
1997-01-01,4422,Home furnishings stores,2078
1997-01-01,44221,Floor covering stores,1162
1997-01-01,443,Electronics and appliance stores,5809
1997-01-01,443141,Household appliance stores,778
1997-01-01,443142,Electronics stores,5031
1997-01-01,444,Building mat. and garden equip. and supplies dealers,12505
1997-01-01,4441,Building mat. and supplies dealers,10767
1997-01-01,44413,Hardware stores,997
1997-01-01,445,Food and beverage stores,33175
1997-01-01,4451,Grocery stores,30534
1997-01-01,4453,"Beer, wine, and liquor stores",1706
1997-01-01,446,Health and personal care stores,9306
1997-01-01,44611,Pharmacies and drug stores,7889
1997-01-01,447,Gasoline stations,15956
1997-01-01,448,Clothing and clothing access. stores,8194
1997-01-01,4481,Clothing stores,5785
1997-01-01,44811,Men's clothing stores,697
1997-01-01,44812,Women's clothing stores,1699
1997-01-01,44814,Family clothing stores,2487
1997-01-01,4482,Shoe stores,1279
1997-01-01,44831,Jewelry stores,1034
1997-01-01,451,"Sporting goods, hobby, musical instrument, and book stores",4311
1997-01-01,45111,Sporting goods stores,1337
1997-01-01,45112,"Hobby, toy, and game stores",730
1997-01-01,451211,Book stores,1558
1997-01-01,452,General merchandise stores,21164
1997-01-01,4521,Department stores,13463
1997-01-01,452111,Department stores(excl. discount department stores),5528
1997-01-01,452112,Discount dept. stores,7935
1997-01-01,4529,Other general merchandise stores,7701
1997-01-01,45291,Warehouse clubs and superstores,5696
1997-01-01,45299,All other gen. merchandise stores,2005
1997-01-01,453,Miscellaneous store retailers,6415
1997-01-01,4532,"Office supplies, stationery, and gift stores",2620
1997-01-01,45321,Office supplies and stationery stores,1686
1997-01-01,45322,"Gift, novelty, and souvenir stores",934
1997-01-01,45330,Used merchandise stores,621
1997-01-01,454,Nonstore retailers,10532
1997-01-01,4541,Electronic shopping and mail-order houses,5042
1997-01-01,45431,Fuel dealers,3016
1997-01-01,722,Food services and drinking places,19316
1997-01-01,7224,Drinking places,1051
1997-01-01,7225,Restaurants and other eating places,16718
1997-01-01,722511,Full service restaurants,8658
1997-01-01,"722513, 722514, 722515",Limited service eating places,8060
1996-12-01,no  code,"Retail and food services sales, total",258081
1996-12-01,no  code,Retail sales and food services excl motor vehicle and parts,211843
1996-12-01,no  code,Retail sales and food services excl gasoline stations,241506
1996-12-01,no  code,Retail sales and food services excl motor vehicle and parts and gasoline stations,195268
1996-12-01,no  code,"Retail sales, total",237478
1996-12-01,no  code,"Retail sales, total (excl. motor vehicle and parts dealers)",191240
1996-12-01,no  code,GAFO(1),94583
1996-12-01,441,Motor vehicle and parts dealers,46238
1996-12-01,"44,114,412",Automobile and other motor vehicle dealers,41820
1996-12-01,4411,Automobile dealers,40109
1996-12-01,44111,New car dealers,37103
1996-12-01,44112,Used car dealers,3006
1996-12-01,4413,"Automotive parts, acc., and tire stores",4418
1996-12-01,"442,443","Furniture, home furn, electronics, and appliance stores",16848
1996-12-01,442,Furniture and home furnishings stores,6734
1996-12-01,4421,Furniture stores,3649
1996-12-01,4422,Home furnishings stores,3085
1996-12-01,44221,Floor covering stores,1249
2018-07-01,7224,Drinking places,
1996-12-01,443,Electronics and appliance stores,10114
1996-12-01,443141,Household appliance stores,1100
1996-12-01,444,Building mat. and garden equip. and supplies dealers,13521
1996-12-01,4441,Building mat. and supplies dealers,11481
1996-12-01,44413,Hardware stores,1224
1996-12-01,445,Food and beverage stores,36460
1996-12-01,4451,Grocery stores,32454
1996-12-01,4453,"Beer, wine, and liquor stores",2547
1996-12-01,446,Health and personal care stores,11302
1996-12-01,44611,Pharmacies and drug stores,9701
1996-12-01,447,Gasoline stations,16575
1996-12-01,448,Clothing and clothing access. stores,19944
1996-12-01,4481,Clothing stores,13008
1996-12-01,44811,Men's clothing stores,1420
1996-12-01,44812,Women's clothing stores,3665
1996-12-01,44814,Family clothing stores,6197
1996-12-01,4482,Shoe stores,2232
1996-12-01,44831,Jewelry stores,4464
1996-12-01,451,"Sporting goods, hobby, musical instrument, and book stores",8847
1996-12-01,45111,Sporting goods stores,2675
1996-12-01,45112,"Hobby, toy, and game stores",4073
1996-12-01,451211,Book stores,1599
1996-12-01,452,General merchandise stores,44464
1996-12-01,4521,Department stores,31619
1996-12-01,452111,Department stores(excl. discount department stores),15184
1996-12-01,452112,Discount dept. stores,16435
1996-12-01,4529,Other general merchandise stores,12845
1996-12-01,45291,Warehouse clubs and superstores,9019
1996-12-01,45299,All other gen. merchandise stores,3826
1996-12-01,453,Miscellaneous store retailers,9379
1996-12-01,4532,"Office supplies, stationery, and gift stores",4480
1996-12-01,45321,Office supplies and stationery stores,1594
1996-12-01,45322,"Gift, novelty, and souvenir stores",2886
1996-12-01,45330,Used merchandise stores,705
1996-12-01,454,Nonstore retailers,13900
1996-12-01,4541,Electronic shopping and mail-order houses,7854
1996-12-01,45431,Fuel dealers,2650
1996-12-01,722,Food services and drinking places,20603
1996-12-01,7224,Drinking places,1116
1996-12-01,7225,Restaurants and other eating places,17813
1996-12-01,722511,Full service restaurants,8888
1996-12-01,"722513, 722514, 722515",Limited service eating places,8925
1996-11-01,no  code,"Retail and food services sales, total",223953
1996-11-01,no  code,Retail sales and food services excl motor vehicle and parts,175816
1996-11-01,no  code,Retail sales and food services excl gasoline stations,207716
1996-11-01,no  code,Retail sales and food services excl motor vehicle and parts and gasoline stations,159579
1996-11-01,no  code,"Retail sales, total",203621
1996-11-01,no  code,"Retail sales, total (excl. motor vehicle and parts dealers)",155484
1996-11-01,no  code,GAFO(1),65498
1996-11-01,441,Motor vehicle and parts dealers,48137
1996-11-01,"44,114,412",Automobile and other motor vehicle dealers,43541
1996-11-01,4411,Automobile dealers,41746
1996-11-01,44111,New car dealers,38484
1996-11-01,44112,Used car dealers,3262
1996-11-01,4413,"Automotive parts, acc., and tire stores",4596
1996-11-01,"442,443","Furniture, home furn, electronics, and appliance stores",13353
1996-11-01,442,Furniture and home furnishings stores,6425
1996-11-01,4421,Furniture stores,3619
1996-11-01,4422,Home furnishings stores,2806
1996-11-01,44221,Floor covering stores,1292
1996-11-01,443,Electronics and appliance stores,6928
1996-11-01,443141,Household appliance stores,944
1996-11-01,444,Building mat. and garden equip. and supplies dealers,14430
1996-11-01,4441,Building mat. and supplies dealers,12549
1996-11-01,44413,Hardware stores,1172
1996-11-01,445,Food and beverage stores,34045
1996-11-01,4451,Grocery stores,31014
1996-11-01,4453,"Beer, wine, and liquor stores",1992
1996-11-01,446,Health and personal care stores,9132
1996-11-01,44611,Pharmacies and drug stores,7699
1996-11-01,447,Gasoline stations,16237
1996-11-01,448,Clothing and clothing access. stores,12875
1996-11-01,4481,Clothing stores,9114
1996-11-01,44811,Men's clothing stores,919
1996-11-01,44812,Women's clothing stores,2594
1996-11-01,44814,Family clothing stores,4339
1996-11-01,4482,Shoe stores,1778
1996-11-01,44831,Jewelry stores,1830
1996-11-01,451,"Sporting goods, hobby, musical instrument, and book stores",5208
1996-11-01,45111,Sporting goods stores,1608
1996-11-01,45112,"Hobby, toy, and game stores",2002
1996-11-01,451211,Book stores,908
1996-11-01,452,General merchandise stores,31144
1996-11-01,4521,Department stores,21389
1996-11-01,452111,Department stores(excl. discount department stores),9591
1996-11-01,452112,Discount dept. stores,11798
1996-11-01,4529,Other general merchandise stores,9755
1996-11-01,45291,Warehouse clubs and superstores,6993
1996-11-01,45299,All other gen. merchandise stores,2762
1996-11-01,453,Miscellaneous store retailers,7036
1996-11-01,4532,"Office supplies, stationery, and gift stores",2918
